idUser,idGame,isRecommended,hoursOnRecord,hoursAtReviewTime,purchaseType,datePosted,receivedFree,reviewText,numFoundHelpful,numFoundFunny,numComments
4,2,true,1604.9,446.6,direct,2020-06-08T12:25:30.218Z,false,Quae numquam autem sunt ipsum praesentium quo sunt. Sit occaecati voluptas corrupti autem sequi. Dolor voluptatem est officia repudiandae est ut tempora eius. Natus provident reiciendis. Quo facere id eius sit nobis dicta expedita repellendus.,727,644,14
487,2,true,1845.8,1608.8,direct,2020-05-11T04:38:36.062Z,true,Labore magni quo architecto et possimus voluptates non. Aut temporibus fugit ipsa odio quos voluptatem fugit. Earum est distinctio error excepturi odio praesentium. Aliquam animi ut rerum consequatur quis quia aut.,341,546,22
246,2,false,504.8,77.3,key,2020-01-08T16:18:27.469Z,false,Consequatur dolor vero beatae est ut. Officiis dignissimos sed amet iusto voluptates vel quam. Et illum culpa. Nihil qui consectetur sunt alias ducimus voluptas animi molestias voluptas. Qui ullam deserunt exercitationem. Beatae adipisci vel sunt minima aut molestias dolore. Vel est qui repellendus quia doloremque et. Similique doloremque ut cupiditate quos ullam a nulla. Aliquid ratione et odit error consequatur doloribus doloremque repellat suscipit. Et laborum aut doloribus quo. Ipsum quam quos aliquid voluptatem et pariatur delectus.,765,737,93
170,2,true,2124.5,904.9,direct,2020-06-16T19:00:45.164Z,false,Numquam odio voluptate quidem dolorum incidunt minus ut voluptatem. Repellendus rerum nisi eos omnis laborum. Qui quas adipisci blanditiis quo ducimus quia amet nam error. Eos soluta sed delectus. Consequatur perferendis dolorem iste officia asperiores.,300,455,51
204,2,false,2351,1771.9,key,2020-05-20T22:52:23.533Z,false,Ducimus enim occaecati omnis dolores similique. Ut labore vitae sed rerum molestiae non libero. Consequatur necessitatibus qui ut sint eaque deleniti omnis dolorum atque. Qui non et natus quisquam excepturi. Et nihil porro ea earum sapiente omnis officiis saepe. Qui magni enim quo laboriosam impedit. Recusandae exercitationem ipsam. Repudiandae neque et reprehenderit ipsa molestiae sint est. Voluptatum similique consequatur nam ab repellendus sit vel. Ut non et corporis omnis amet. Consequatur esse mollitia. Quo tempora aut eaque cumque veniam dicta debitis quas. Nemo provident iure voluptas.,75,235,21
591,2,false,1404.3,1254,direct,2020-05-21T10:38:52.696Z,true,Officia itaque temporibus eveniet molestiae velit. Quas et et tempore et dolorem possimus consequuntur. Aut et sunt et enim ut consectetur et. Consequatur excepturi autem reprehenderit iusto dolorum suscipit quidem cupiditate non. Nobis voluptas temporibus eum ut dolorem aperiam quam harum. Dicta corporis rerum eos quidem. Harum dolorem possimus perferendis recusandae. Modi porro quidem laudantium nesciunt eos eius impedit quisquam blanditiis. Maxime consequuntur quia est aperiam molestiae. Placeat repellat illum repellat minus ea neque debitis sunt doloribus. Error cumque quas perspiciatis consequatur minima voluptatem.,88,491,11
438,2,true,3028.5,1892.5,key,2020-03-29T09:10:07.773Z,false,Qui nihil exercitationem eum autem dolorem et repudiandae. Sit necessitatibus expedita doloremque quis unde occaecati qui. Eum et culpa praesentium qui eum dolor quae temporibus. Sint earum eius expedita et magni. Veritatis et nobis. Et cupiditate quae sint iure maiores nam ut. Quia inventore non animi animi asperiores. Voluptas quam fuga quo atque sit quia. Eius quod ut itaque ut rem voluptas facere voluptas. In sed accusantium numquam asperiores vitae ut est dolore ullam. At voluptate similique quibusdam eveniet rerum ipsam culpa aperiam. Dolore consequatur aliquam ad. Porro aut fugiat. Autem occaecati et non pariatur aut repellendus quibusdam fugit.,350,455,92
231,2,false,425.7,288.3,direct,2019-07-26T04:37:01.055Z,false,Est dolor et soluta cumque. Incidunt ut consequatur cum est repellendus. Quaerat et dolores fugit aut praesentium eius sed eum. Consequatur aperiam esse et atque tempore libero dolor aspernatur non. Ut cumque et aut rerum hic.,514,205,23
528,2,false,666.1,636.1,key,2020-05-28T17:32:22.014Z,false,Architecto nisi hic perspiciatis vitae in. Sint quidem rerum nam mollitia saepe ut quibusdam. Eos optio explicabo illo sed rerum dolorum autem nihil.,393,506,34
709,2,false,88,81.8,direct,2019-11-09T06:39:13.088Z,false,Sit et culpa blanditiis suscipit asperiores dolorum adipisci et laudantium. Et repellat ipsam totam quod repellendus quis est. Beatae neque laborum. Omnis culpa provident minus delectus quam ad aut tempore sit. Aspernatur nesciunt dolores hic ab quia iusto eum laborum consectetur. Dolorum reiciendis assumenda odio ut possimus nam voluptate sed. Consequatur voluptatem sit eaque architecto ipsum illum hic corporis dolor. Corrupti eos ea ut nisi id sit hic tempore. In iusto quae animi neque id qui. Rerum ea blanditiis nihil quaerat vel reiciendis ex ea. Quod amet voluptas inventore alias. Nesciunt est nam. Consequatur facilis earum numquam cupiditate. Fugiat et nemo repellat eos quisquam. Corporis similique velit quia quod sint nihil quaerat. Maiores tenetur quam quam mollitia voluptas.,215,46,99
434,3,false,2883.5,1713.1,direct,2019-07-11T14:44:02.760Z,false,Odit dolorem repudiandae deserunt ut excepturi repellendus. Dolorem ea hic ut laboriosam quia architecto est facere. At natus fugiat voluptas recusandae. Accusantium aut minima doloremque necessitatibus voluptatem nihil est porro repellat.,324,496,51
436,3,false,3686.4,81.7,key,2020-06-11T19:54:37.211Z,false,Excepturi et ut in natus. Quisquam pariatur quas ut et sunt asperiores dolore. Ut sint accusantium eos et quos. Necessitatibus quis non ullam neque. Aut consequuntur fuga. Quia est dolores dolorem sit consequatur ullam quia magnam asperiores. Voluptatem sequi non quibusdam. Sed dolor facilis quaerat tempore et provident nesciunt perspiciatis blanditiis. Sed delectus et consectetur molestiae quo dolorum ut sunt. Repudiandae molestiae facilis corporis ipsa sit rerum. Non eveniet natus est quo est doloribus ullam. Voluptates tempora ut molestiae iure maxime commodi doloribus. Nesciunt ut molestiae.,538,450,14
546,3,true,2439.6,1386.9,direct,2019-09-06T10:38:33.877Z,false,At omnis aut ratione in id facere minima excepturi vel. Nemo nobis expedita voluptates adipisci sed numquam ullam. Quibusdam itaque nostrum aut consequuntur voluptatem rerum est voluptates. Quisquam debitis ab est nihil deleniti ipsum accusamus placeat. Alias minima provident officia sit omnis commodi. Omnis ipsum ratione corrupti minus dolorem magni. Odit rem eos ea et odit ipsam. Voluptatem porro ut vel praesentium laboriosam qui dolores. Corporis reprehenderit mollitia eum minus. Sunt laborum consectetur id eius fugit porro. Molestiae dolores nulla exercitationem. Inventore velit dignissimos enim et. Ad ullam minus et sequi cum. Incidunt in quo occaecati.,712,13,33
103,3,true,1354.8,1170,direct,2020-05-20T09:30:01.783Z,false,Voluptatem fugit qui architecto qui. Nobis dolorem mollitia. Doloribus quidem repudiandae consequatur eum quisquam dolore. Porro et necessitatibus. Dolor rerum nulla cum beatae reiciendis.,426,560,49
545,3,true,3073.5,3011.2,key,2020-06-17T08:41:10.433Z,true,Nemo enim veniam minima dolorem ipsam. Culpa quisquam sapiente quisquam nihil. Alias accusamus unde aut officiis adipisci omnis voluptates omnis. Perferendis et earum. Ea qui autem. Dolorem dolor at dignissimos quo vel. Temporibus in magni ab veniam ea odit fugiat sint. Ea rerum similique dolorem neque facere. Ut quasi commodi autem atque id voluptatem quod. Vel quis numquam nobis tempore debitis asperiores ut nesciunt asperiores. Veritatis similique dignissimos saepe error. Earum et porro voluptates sed molestias qui voluptatem aut impedit. Ex eum ipsum voluptatem quae magni vero aliquid.,510,318,45
74,3,true,878.6,10.9,key,2020-03-20T10:33:50.118Z,false,Numquam totam exercitationem deserunt. Voluptas ducimus quia soluta. Necessitatibus numquam animi esse quia magni. Est ducimus voluptatem quia possimus molestiae fugiat. Atque natus a in dolorum odio quam at dolores. Ut voluptatem culpa unde non. Eos veniam maiores fuga. Eius reprehenderit quia a. Labore enim qui accusamus sequi. Quam architecto molestiae tempore sit optio rerum maxime dolorum. Deleniti veniam atque eaque sint rerum officiis.,336,383,2
693,3,true,2127.5,590.4,direct,2019-10-30T04:42:52.992Z,false,Dolorem ut molestiae facere est qui officia dolor. Quod consequuntur voluptatem quaerat et. Voluptate consequatur blanditiis fuga suscipit vel atque modi consequatur. Distinctio rerum aperiam.,793,335,5
41,3,false,3291.5,163.2,direct,2020-05-21T11:26:11.724Z,false,Corporis molestiae veritatis id laudantium non quisquam aliquam ut. Atque iure sit molestias deleniti rerum quam perferendis. Nihil doloremque sed sunt. Repudiandae doloremque doloribus quidem. In aperiam corporis veniam placeat aut magnam. Aliquid maiores tempora cupiditate.,46,284,37
240,3,false,634.9,306.4,direct,2020-06-04T04:36:31.760Z,false,Non accusantium dolore ex et aut ipsum quas. Optio fugiat accusamus necessitatibus ea quia iure. Cum vel ipsa porro nesciunt est architecto facere eaque itaque. Fuga veniam rerum quo assumenda quidem dolor repellendus accusamus.,102,292,18
415,3,false,3336.9,1051.1,key,2019-12-23T22:15:04.881Z,false,Repudiandae officiis officia totam. Nulla fuga sed dolorem. Maiores qui quaerat excepturi consectetur doloribus distinctio.,201,683,89
400,4,true,2826.9,1811.2,key,2020-06-12T12:36:32.422Z,false,Et odit modi sit quae rem aut. Non ut enim vitae facere rerum vel dolorem est. Dolor nisi excepturi et consequatur et magni aut. Eligendi aliquid iure tenetur suscipit officiis nemo aut.,715,636,32
297,4,false,1274.5,1133.7,direct,2020-05-24T09:18:39.492Z,false,Aut eligendi suscipit sapiente dolor similique. Ad voluptatum consequuntur voluptates. Explicabo quibusdam provident nisi. Cumque consequatur et molestiae id sed. Eius dolores consequatur. Iure sit eligendi et nihil et. Eos omnis suscipit et dolor modi ipsa. Voluptas et est nemo consequatur voluptatem et ab totam temporibus. Deserunt occaecati culpa voluptatem illo saepe et voluptas. Vero nihil ut tempore vero consequatur blanditiis et voluptatibus. Atque vero culpa ut et excepturi ipsum recusandae ea voluptatem.,414,369,18
467,4,false,3078.5,2762.2,key,2019-11-22T15:32:24.897Z,false,Facere ullam officia nesciunt modi tempora neque dolorum. Eaque sed non et. Consequatur dolor aspernatur eveniet. Velit rerum recusandae ut sed. Quae voluptatem et perspiciatis voluptatem tenetur. Et atque doloremque omnis perferendis sed odio ipsa fugiat. Neque quia in qui culpa iusto excepturi. Velit provident fugit qui eos. Autem nihil maiores ea. Qui sit error aut dolor illo quia vitae commodi consequatur. Quia accusamus explicabo. Enim qui distinctio nostrum nihil sint aut aliquid alias qui. Quia at tenetur architecto quisquam possimus autem molestiae nihil omnis. Rerum inventore harum commodi. Omnis iusto iure in. Ipsa beatae autem non corrupti amet. Enim eius quos.,679,33,83
95,4,false,776.3,248.5,direct,2020-06-03T21:24:01.781Z,true,Sit ipsa omnis. Et ut quasi esse distinctio vero officia asperiores. Deleniti voluptates aliquam dolor ut et esse velit minima est. Maxime quam officia eos aut. Et et nobis perferendis aut unde. Praesentium aperiam aut tenetur et.,681,795,98
239,4,false,1757.9,1448,key,2020-06-16T18:46:42.767Z,false,Delectus est amet explicabo accusamus eos. Molestias consequuntur voluptas in reprehenderit non. Omnis dolor ut non. In odit et soluta rerum harum. Nulla distinctio illum ducimus aspernatur magni omnis.,604,754,45
154,4,true,103.7,87.6,key,2020-06-02T09:00:20.501Z,false,Eos nostrum tenetur eligendi eos deserunt. Porro repellat eius non earum praesentium omnis modi. Aut libero blanditiis eos aliquid. Eaque ratione voluptas quam tenetur excepturi facilis. Rerum laudantium praesentium. Debitis nostrum quia aut dolores.,307,118,38
559,4,true,3768.5,1350.7,key,2019-10-26T09:26:01.420Z,true,Sint aut officia. Vitae alias impedit modi. Mollitia soluta omnis unde. Et deleniti quis excepturi reprehenderit. Est saepe aliquam. Aut numquam ipsam ab tempore. Consequatur voluptatem dolorem id voluptatibus nostrum. Inventore provident eum velit vitae. Ut est laboriosam in placeat totam molestiae et voluptate ipsa. Quasi enim et omnis tempore sunt harum ratione natus natus. Ea ut mollitia quia fugiat quia sed. Eos beatae voluptas maiores nisi id. Fugiat consequuntur quia blanditiis dolore voluptatem ea ut nesciunt harum. Corporis beatae est voluptatem est.,714,601,36
563,4,false,1056.4,601.4,direct,2020-05-21T13:46:56.279Z,false,Doloremque commodi est maiores ducimus deleniti aut. Quo dolorum vel. Consequuntur rem quia autem.,56,272,9
676,4,false,3254.7,399.1,direct,2020-06-10T15:38:08.112Z,false,Molestiae et consectetur aut quia inventore vero. Commodi saepe sit fugit ratione nostrum mollitia provident quia. Et ab porro hic in blanditiis. Corporis eligendi provident rerum enim. Voluptas nostrum quia tempora.,541,82,46
302,4,true,1788.8,1220.6,key,2019-09-15T20:28:35.551Z,false,Velit vitae est sequi non dolorum vitae aliquam occaecati. Est tenetur eveniet ut ut maiores. Perspiciatis nihil temporibus est molestias aut reiciendis cum dolorum fugit.,304,123,30
635,5,true,2950.1,2612.8,direct,2020-06-05T22:33:57.727Z,false,Velit et ipsum velit officia laborum laboriosam consequuntur. Ipsum rerum ab amet quas accusamus est at repudiandae non. Et et natus tempora. Quam sed sed optio eos iste cumque.,541,632,45
184,5,false,3538.6,792.3,key,2020-01-14T20:06:57.516Z,false,Sit velit esse atque alias repudiandae. Sit autem quasi eos assumenda qui fugiat. Ipsa laboriosam est dolorem eos architecto id. Impedit accusamus quia ullam corporis explicabo beatae id qui et. Rerum atque consequatur veniam perferendis voluptatem. Animi reprehenderit vero magnam delectus voluptate aliquam pariatur ducimus in.,58,676,80
529,5,false,225.3,216.9,key,2020-06-13T05:48:10.269Z,false,Assumenda reprehenderit consequatur aut et perferendis mollitia aut corporis laboriosam. Voluptatum nesciunt repellendus ut eos ex. Qui nulla pariatur. Perferendis debitis occaecati placeat laboriosam magnam vel neque eius aliquid. Distinctio ratione esse porro rem laboriosam ea minus.,505,54,26
630,5,true,2669.1,633.7,direct,2020-05-28T20:34:46.211Z,false,At sit suscipit quos dolores illo. Nisi sit aspernatur libero eos dolore ullam. Autem sit excepturi delectus facere eligendi commodi accusantium. Libero ut delectus quos necessitatibus sit eos.,24,483,71
633,5,true,3996.8,2876.5,key,2019-12-22T21:25:45.823Z,false,Placeat sed praesentium eum praesentium tempora. Vel quaerat a maxime nostrum aut quaerat corporis praesentium et. Quis sint perspiciatis.,80,281,79
22,5,true,965.9,762.3,direct,2020-06-12T02:33:43.601Z,false,Vitae non quas nihil iste iste est. Incidunt nam corporis ab quasi rerum. Autem dolorum possimus hic mollitia ex. Quod praesentium nemo commodi distinctio quidem consequatur facere. Delectus quis quas accusamus illum eum quod perspiciatis pariatur repellendus. Velit sed non.,338,179,78
279,5,false,637.5,207.1,direct,2020-06-11T02:03:58.215Z,false,Officia est expedita aspernatur dolorem quasi molestiae sed officiis aliquam. Rerum odio harum. Et nisi ut aut rerum qui ex alias porro asperiores. Consequatur voluptas et ea qui exercitationem libero illo. Aspernatur provident qui.,294,768,98
553,5,true,1532.2,355.8,key,2020-06-18T13:35:26.695Z,false,Quia accusantium facilis voluptatibus eveniet vitae dignissimos quisquam saepe. Aut ut unde officiis consequatur. Fuga praesentium nostrum rem.,468,199,49
514,5,true,547.9,326.3,direct,2020-06-09T11:48:04.359Z,false,Esse itaque odio debitis. Dicta quos modi sed perferendis cumque. Vel unde explicabo. Dolorem officiis nulla ut. Ut nisi fugiat repudiandae consequatur modi quod. Perspiciatis iure et at. Qui iusto ad iste eum vel consequatur autem perferendis. Autem est voluptatem illo error aperiam placeat sunt cum. Voluptatem praesentium possimus eligendi consequuntur. Voluptatem incidunt quis error laboriosam. Explicabo atque quo expedita in.,9,559,71
377,5,true,99.4,80.2,key,2020-06-05T09:16:34.944Z,false,Laudantium accusamus et omnis unde omnis. Et nam expedita. Laboriosam ipsa recusandae quos nihil et fugiat unde animi atque.,264,153,76
628,6,true,1115.4,732.5,key,2020-06-17T02:19:34.995Z,false,Consectetur eius voluptatem aliquam autem modi. Dolores officiis sed id. Saepe officia sapiente quidem ea minus. Adipisci omnis deserunt impedit doloremque ipsam voluptatem et possimus. Autem est aperiam. Ipsam cupiditate fuga. Eveniet vel et qui repudiandae vel sunt aut. Nihil rerum animi labore sit ipsam quam deserunt saepe neque. Aut et ut molestiae dolorem dolor dolorum. Voluptate et ut quidem ad explicabo et dignissimos est. Quaerat cupiditate illo quia aperiam omnis. Animi consequatur quaerat hic enim soluta error magni.,601,745,23
293,6,false,876.8,581.8,key,2020-06-09T02:13:18.999Z,false,At qui quis vel quia ea culpa et. Vitae illo aperiam maiores rem et quisquam quas mollitia. Quia culpa possimus voluptatem. Omnis sed nulla. Aliquam non laudantium eos est. Id dolorem quia dicta est nostrum dolorem non. Tenetur repellendus aut. Dignissimos sit repellendus aut quos qui adipisci sint. Omnis est sapiente non perspiciatis officia aperiam voluptas beatae ut. Unde harum maxime mollitia possimus distinctio. Omnis commodi occaecati fugit sit dolor quo. Accusantium amet nihil eum aut. Quia est ut quo error aut. Officiis veniam aliquid sequi earum officiis quia.,598,345,6
464,6,false,725.6,506.4,key,2020-06-14T03:56:03.557Z,false,Sequi officia facilis voluptatem rerum. Doloremque aut quia repellendus repudiandae natus et quidem. Odio excepturi velit eligendi deserunt veniam eveniet itaque harum vel. Dolores dolorem officiis soluta. Voluptatem et rerum voluptate magni doloremque autem.,683,34,87
572,6,true,3417.4,1550.6,direct,2020-05-22T13:40:44.027Z,false,Officiis aut ipsam tenetur officiis quae autem natus iure. Excepturi repellendus nulla inventore consequatur. Dolorum autem repellat ad id assumenda. Ullam distinctio earum et soluta dolores modi explicabo eos. Quia cum pariatur ut quaerat id nisi debitis rem asperiores. Aut aut omnis laboriosam blanditiis omnis recusandae. Corporis est nostrum unde eos facere ut rerum. Fuga illum assumenda qui. Aut sint reprehenderit impedit nihil eveniet dignissimos et. Nostrum laboriosam molestiae nobis neque dolorum vel perspiciatis rerum. In eaque dolorum quo provident veritatis. Quia et neque ad nihil fuga deserunt. Deleniti sequi eveniet a voluptas deserunt est adipisci aut nulla. Ut aut quia accusamus iste dolores recusandae totam aut. Aut commodi laudantium.,336,67,63
72,6,true,1421.7,399.9,key,2020-06-14T02:05:14.443Z,false,Possimus illum autem eos aut et. Dolorum nesciunt fuga et eaque. Nemo fugiat voluptatum magni unde error. Voluptas quas ad aut repellat nesciunt sit vitae quos enim. Aut qui et est dolores omnis molestias et commodi consequatur. Praesentium dolores dolorum quia eligendi vel. Dolor aperiam est consequuntur qui. Sed officiis non id dolores esse. Architecto eum nulla. Placeat ut distinctio autem quod vero. Quidem officiis quis. Beatae esse et at. Nihil nisi laudantium ab et. Molestiae vero ducimus repellat culpa nesciunt et enim. Vel impedit et blanditiis alias impedit beatae. Vel et asperiores corrupti voluptatum iste odit explicabo laudantium minima. Fugit minima ipsam modi laboriosam sunt ipsam.,677,437,35
386,6,false,547.2,385.1,direct,2020-06-10T10:42:06.693Z,false,Aperiam temporibus excepturi enim molestiae porro repudiandae ut. Et fuga reiciendis quos fugit enim. Est necessitatibus nesciunt.,283,453,51
258,6,false,908.4,267.3,direct,2020-05-26T07:53:33.988Z,false,Et atque eaque dignissimos quis ut et dolorem. Adipisci ratione quod in asperiores incidunt aut dolor. Repudiandae voluptatem sint. Aut enim voluptas voluptas quia impedit non ad repellendus. Aut qui aliquam explicabo voluptatum aut et fugiat repudiandae nesciunt. Consequatur aut quo itaque veritatis.,785,743,99
479,6,true,2183.7,1270.2,direct,2019-09-22T09:48:46.488Z,false,Ut aut sit pariatur dolor qui. Veritatis aut dolorem omnis sed soluta sed minus iusto autem. Molestias quis maiores corporis cumque qui non ea nesciunt. Error omnis illum perspiciatis quibusdam. Sapiente quibusdam et assumenda. Qui maxime accusantium amet accusamus. Tempore vel aut commodi dolor sint. Nemo facere rerum temporibus commodi. Iste iusto natus. Iusto occaecati voluptas quae. Commodi quas nihil qui accusantium fuga et. Veritatis velit harum ut quia omnis molestiae rerum. Dolorem in et delectus dicta dolorem est non eligendi natus. Veniam nulla sed ut eum aut maxime. Aut voluptatem sit eos neque pariatur. Non consequatur corporis dolor occaecati fuga. Minima quibusdam blanditiis labore aliquam nihil sit temporibus. Adipisci odit cumque.,529,518,25
155,6,true,1855,1644.9,direct,2020-06-06T09:07:27.311Z,false,Asperiores beatae itaque beatae fugit impedit ducimus impedit. Aut animi cum nisi velit ipsa voluptatem. Perspiciatis nihil assumenda ut deserunt eos in nemo. Aut voluptatibus ducimus dicta vel similique culpa reprehenderit.,233,497,29
624,6,false,85.4,7.3,key,2020-06-04T05:44:06.632Z,false,Rerum est expedita dolorem et dolores eos dolorem officiis. Minima architecto suscipit dolor odit et officia. Fugiat quo et dolorum velit sint rerum.,8,767,94
21,7,true,3711.5,3361.7,direct,2020-04-22T05:47:09.171Z,false,Doloremque et ut explicabo. Numquam suscipit quas occaecati et accusantium minima error. Facilis sunt dolor error enim aut. Quia minima hic incidunt omnis sequi ipsum veritatis vero. Alias rerum qui fuga.,226,119,28
37,7,false,147,88.6,key,2020-06-09T15:25:04.733Z,false,Eos quibusdam cum beatae reiciendis perspiciatis rerum esse. Mollitia repellat earum omnis totam ipsam nesciunt officiis ducimus eius. Aut iste enim animi aliquam iste illo voluptatem hic. Non error impedit ad eum illo. Dolore vitae deserunt pariatur cum provident facere quod accusantium qui.,253,600,9
617,7,false,626.6,239.1,key,2020-06-03T00:35:16.143Z,true,Quae incidunt dolor eveniet occaecati minima minima repellendus. Dolorem nesciunt incidunt molestiae est. Odit est repellendus modi quo accusantium vel cum. Id dolorum autem eum vel est veniam non placeat. Id mollitia id enim quia voluptatum. Perferendis perspiciatis hic praesentium. Et ab qui dolores dignissimos esse. Facere a ut sed magni iure quo id et. Ea ut nulla adipisci earum inventore quam dolores eum ullam. Porro incidunt deleniti dolor labore.,573,662,85
247,7,true,3365.5,2063.1,key,2020-06-06T06:55:50.147Z,false,Ex repellat fuga quia possimus est temporibus repellat enim labore. Fugit placeat explicabo reiciendis est ducimus odit corporis animi. Dignissimos nam qui ipsa mollitia amet. Eum magni atque recusandae corrupti odit architecto necessitatibus adipisci. Rerum molestiae ipsa velit quam deserunt unde dolores. Iste nemo id expedita quis eum. Vel quia provident reprehenderit. Quia et at tempore quam. Velit cumque itaque maiores qui qui nam vel. Sint natus minima iste dolor. Similique in deleniti quas sed. Dolor accusantium quia laboriosam. Et perspiciatis ut neque enim deleniti consequatur repellat sint sit. Voluptatem voluptatem temporibus et reprehenderit nulla dolor quis est.,740,388,10
67,7,true,3321.9,2738.8,key,2020-06-06T18:12:52.198Z,false,Velit vero rerum ullam rerum. Et nobis ab. Sequi maxime laudantium quo adipisci voluptatem magnam rerum ut. Impedit est vel labore qui voluptatem animi sunt veniam.,798,641,40
674,7,true,2852,2147.1,key,2020-05-28T07:40:49.219Z,false,Sed voluptatem ut et. Totam quasi officiis nisi quod qui sit recusandae qui non. Aut nisi omnis veritatis occaecati ad eveniet ipsam. Sit quidem ipsum ut. Debitis pariatur est provident est perferendis veniam harum dolore. Dolorem et et ut autem ea. Tempore ad necessitatibus. Maiores quia facere voluptatem ullam soluta et et. Temporibus perspiciatis maiores hic quo. Repellat laboriosam voluptatem aliquam quasi ducimus maxime nisi. Voluptas nihil est. Quasi in esse voluptas laborum minima repudiandae. Quos quidem esse tenetur. Autem tempora sapiente aut impedit.,712,390,78
